"item_identifier","item_weight","item_fat_content","item_visibility","item_type","item_mrp","outlet_identifier","outlet_establishment_year","outlet_size","outlet_location_type","outlet_type","item_outlet_sales","outlet_age","price_category"
"NCV29",11.8,"low fat",0.022843501,"Health and Hygiene",177.8686,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4621.9836,29,"High"
"FDQ48",14.3,"regular",0.034411238,"Baking Goods",98.6726,"OUT046",1997,"Small","Tier 1","Supermarket Type1",782.9808,29,"Medium"
"FDU15",13.65,"regular",0.0266227685,"Meat",36.6532,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",755.0172,19,"Low"
"FDS47",16.75,"low fat",0.128861359,"Breads",86.2856,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1406.1696,22,"Medium"
"FDO50",16.25,"low fat",0.078290271,"Canned",93.1804,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1194.4452,27,"Medium"
"FDW48",18,"low fat",0.008539208,"Baking Goods",81.2618,"OUT035",2004,"Small","Tier 2","Supermarket Type1",402.809,22,"Medium"
"FDV20",20.2,"regular",0.100095288,"Fruits and Vegetables",125.2678,"OUT010",1998,"Unknown","Tier 3","Grocery Store",127.1678,28,"Medium"
"FDW47",15,"low fat",0.046447328,"Breads",121.5414,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2436.828,27,"Medium"
"FDA07",7.55,"regular",0.030794774,"Fruits and Vegetables",122.9072,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4532.7664,41,"Medium"
"FDZ16",16.85,"regular",0.159081735,"Frozen Foods",193.5478,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4649.9472,41,"High"
"FDN09",14.15,"low fat",0.034705807,"Snack Foods",241.6828,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4873.656,41,"Premium"
"FDB50",13,"low fat",0.154487495,"Canned",77.2986,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1246.3776,19,"Medium"
"NCL06",14.65,"low fat",0.072178679,"Household",262.9594,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",5233.188,27,"Premium"
"DRG03",14.5,"low fat",0.061686402,"Dairy",153.9998,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5229.1932,41,"High"
"DRM59",5.88,"low fat",0.003599378,"Hard Drinks",152.2998,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",3075.996,24,"High"
"FDU25",12.35,"low fat",0.026832182,"Canned",57.3246,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1332.2658,19,"Low"
"NCU42",9,"low fat",0.019616991,"Household",169.6474,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2526.711,19,"High"
"FDH21",10.395,"low fat",0.05226427,"Seafood",158.4604,"OUT010",1998,"Unknown","Tier 3","Grocery Store",158.4604,28,"High"
"DRO47",10.195,"low fat",0.112203445,"Hard Drinks",111.786,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1697.79,22,"Medium"
"FDC44",15.6,"low fat",0.171761077,"Fruits and Vegetables",115.7518,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5351.0346,41,"Medium"
"NCL29",9.695,"low fat",0.114170506,"Health and Hygiene",158.9604,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1743.0644,24,"High"
"FDL48",19.35,"regular",0.082266419,"Baking Goods",48.8034,"OUT046",1997,"Small","Tier 1","Supermarket Type1",340.2238,29,"Low"
"FDJ21",16.7,"regular",0.038685176,"Snack Foods",146.6102,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2770.3938,17,"High"
"FDT40",5.985,"low fat",0.095795326,"Frozen Foods",128.4678,"OUT046",1997,"Small","Tier 1","Supermarket Type1",508.6712,29,"Medium"
"NCD43",8.85,"low fat",0.026814124,"Household",103.7964,"OUT010",1998,"Unknown","Tier 3","Grocery Store",210.3928,28,"Medium"
"FDM28",15.7,"low fat",0.045203854,"Frozen Foods",180.266,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1617.894,29,"High"
"FDR35",12.5,"low fat",0.020697723,"Breads",198.8742,"OUT046",1997,"Small","Tier 1","Supermarket Type1",5773.1518,29,"High"
"NCP17",19.35,"low fat",0.027827268,"Health and Hygiene",65.6168,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",383.5008,17,"Low"
"FDT23",7.72,"regular",0.074883035,"Breads",79.8986,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1090.5804,24,"Medium"
"FDX15",17.2,"low fat",0.156298858,"Meat",162.1578,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1283.6624,29,"High"
"NCU42",9,"low fat",0.019412192,"Household",166.5474,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4379.6324,41,"High"
"FDV23",11,"low fat",0.105324246,"Breads",125.7046,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3237.1196,41,"Medium"
"FDY34",10.5,"regular",0.019227816,"Snack Foods",163.9842,"OUT019",1985,"Small","Tier 1","Grocery Store",331.5684,41,"High"
"FDE16",8.895,"low fat",0.044093978,"Frozen Foods",208.3954,"OUT010",1998,"Unknown","Tier 3","Grocery Store",1041.977,28,"High"
"FDV60",20.2,"regular",0.117599259,"Baking Goods",195.311,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",3338.987,24,"High"
"FDQ44",20.5,"low fat",0.036140297,"Fruits and Vegetables",120.0756,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2302.3364,29,"Medium"
"FDZ09",17.6,"low fat",0.104791689,"Snack Foods",165.2868,"OUT013",1987,"High","Tier 3","Supermarket Type1",3111.9492,39,"High"
"FDW36",11.15,"low fat",0.057021156,"Baking Goods",106.8622,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2011.3818,27,"Medium"
"NCZ30",6.59,"low fat",0.026058181,"Household",121.9098,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3374.2744,41,"Medium"
"FDL09",19.6,"regular",0.12829573,"Snack Foods",167.2816,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",2013.3792,24,"High"
"FDE05",10.895,"regular",0.03263762,"Frozen Foods",147.7102,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1895.5326,19,"High"
"DRO35",13.85,"low fat",0.034765901,"Hard Drinks",114.2492,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1853.5872,19,"Medium"
"FDN60",15.1,"low fat",0.095696334,"Baking Goods",159.7604,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2693.8268,19,"High"
"NCZ29",15,"low fat",0.071371458,"Health and Hygiene",125.2362,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1384.1982,29,"Medium"
"FDX08",12.85,"low fat",0.022696131,"Fruits and Vegetables",179.9318,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2706.477,17,"High"
"FDZ16",16.85,"regular",0.267565911,"Frozen Foods",194.1478,"OUT010",1998,"Unknown","Tier 3","Grocery Store",1162.4868,28,"High"
"DRL37",15.5,"low fat",0.053327763,"Soft Drinks",44.477,"OUT013",1987,"High","Tier 3","Supermarket Type1",865.54,39,"Low"
"FDL21",15.85,"regular",0.007145063,"Snack Foods",41.048,"OUT035",2004,"Small","Tier 2","Supermarket Type1",479.376,22,"Low"
"FDW10",21.2,"low fat",0.071076055,"Snack Foods",174.837,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",5469.547,19,"High"
"FDB53",13.35,"low fat",0.139426044,"Frozen Foods",148.3392,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3877.6192,22,"High"
"DRM49",6.11,"regular",0.151925271,"Soft Drinks",46.6086,"OUT035",2004,"Small","Tier 2","Supermarket Type1",624.5204,22,"Low"
"NCD06",13,"low fat",0.099479703,"Household",44.906,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",652.484,27,"Low"
"FDN10",11.5,"low fat",0.045900448,"Snack Foods",118.9124,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2844.2976,41,"Medium"
"FDS13",6.465,"low fat",0.21799414,"Canned",266.5884,"OUT019",1985,"Small","Tier 1","Grocery Store",1324.942,41,"Premium"
"FDH38",6.425,"low fat",0.010454459,"Canned",115.6808,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1406.1696,27,"Medium"
"FDY21",15.1,"low fat",0.172641213,"Snack Foods",195.111,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5303.097,41,"High"
"FDT60",12,"low fat",0.075701524,"Baking Goods",124.6388,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",2105.2596,24,"Medium"
"DRZ24",7.535,"low fat",0.081914677,"Soft Drinks",120.344,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3835.008,27,"Medium"
"FDW56",7.68,"low fat",0.071010513,"Fruits and Vegetables",190.9162,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",5195.2374,27,"High"
"FDG57",14.7,"low fat",0.072444983,"Fruits and Vegetables",48.6034,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",194.4136,24,"Low"
"FDY14",10.3,"low fat",0.069981909,"Dairy",263.0226,"OUT013",1987,"High","Tier 3","Supermarket Type1",6079.4198,39,"Premium"
"FDS19",13.8,"regular",0.06457046,"Fruits and Vegetables",76.2012,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1669.8264,19,"Medium"
"FDX01",10.1,"low fat",0.024159767,"Canned",114.715,"OUT035",2004,"Small","Tier 2","Supermarket Type1",815.605,22,"Medium"
"FDV32",7.785,"low fat",0.089210159,"Fruits and Vegetables",64.251,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1328.271,19,"Low"
"DRI39",13.8,"low fat",0.097611115,"Dairy",54.893,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",679.116,19,"Low"
"NCU05",11.8,"low fat",0.058975504,"Health and Hygiene",81.7618,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",966.7416,17,"Medium"
"NCA29",10.5,"low fat",0.027430696,"Household",171.1106,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",3593.3226,19,"High"
"FDO10",13.65,"regular",0.0127504945,"Snack Foods",58.7588,"OUT019",1985,"Small","Tier 1","Grocery Store",400.8116,41,"Low"
"DRL47",19.7,"low fat",0.038815341,"Hard Drinks",124.2362,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1887.543,24,"Medium"
"FDA50",16.25,"low fat",0.152632413,"Dairy",98.441,"OUT019",1985,"Small","Tier 1","Grocery Store",96.541,41,"Medium"
"FDU23",12.15,"low fat",0.021618297,"Breads",167.1184,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2476.776,41,"High"
"FDR27",15.1,"regular",0.096491904,"Meat",134.4942,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1854.9188,17,"Medium"
"DRH36",16.2,"low fat",0.033568871,"Soft Drinks",74.9696,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2162.5184,19,"Medium"
"FDZ51",11.3,"regular",0.054507422,"Meat",96.3094,"OUT013",1987,"High","Tier 3","Supermarket Type1",666.4658,39,"Medium"
"FDQ40",11.1,"regular",0.063079544,"Frozen Foods",175.7712,"OUT019",1985,"Small","Tier 1","Grocery Store",351.5424,41,"High"
"FDB17",13.15,"low fat",0.064208126,"Frozen Foods",180.1976,"OUT019",1985,"Small","Tier 1","Grocery Store",181.0976,41,"High"
"FDQ16",19.7,"low fat",0.041974489,"Frozen Foods",108.6912,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2183.824,19,"Medium"
"FDG09",20.6,"regular",0.048207431,"Fruits and Vegetables",188.0556,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2065.3116,19,"High"
"DRI59",9.5,"low fat",0.041065647,"Hard Drinks",223.5088,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",4697.8848,19,"Premium"
"FDH47",13.5,"regular",0.128709014,"Starchy Foods",96.1068,"OUT013",1987,"High","Tier 3","Supermarket Type1",1846.9292,39,"Medium"
"FDA21",13.65,"low fat",0.03596071,"Snack Foods",186.3924,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1665.8316,29,"High"
"NCO05",7.27,"low fat",0.046520703,"Health and Hygiene",97.7384,"OUT013",1987,"High","Tier 3","Supermarket Type1",591.2304,39,"Medium"
"NCL31",7.39,"low fat",0.210596485,"Others",144.747,"OUT019",1985,"Small","Tier 1","Grocery Store",143.147,41,"High"
"NCH42",6.86,"low fat",0.03674399,"Household",231.201,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",6201.927,19,"Premium"
"FDG57",14.7,"low fat",0.072238195,"Fruits and Vegetables",47.5034,"OUT013",1987,"High","Tier 3","Supermarket Type1",972.068,39,"Low"
"NCQ50",18.75,"low fat",0.034141213,"Household",211.9218,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3419.5488,41,"Premium"
"FDK24",9.195,"low fat",0.101500374,"Baking Goods",45.2744,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",679.116,24,"Low"
"DRG39",14.15,"low fat",0.042246575,"Dairy",54.2982,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1104.5622,27,"Low"
"FDX46",12.3,"regular",0.058105769,"Snack Foods",60.4562,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1777.686,22,"Low"
"FDY01",11.8,"regular",0.170141787,"Canned",116.7834,"OUT013",1987,"High","Tier 3","Supermarket Type1",2303.668,39,"Medium"
"FDJ40",13.6,"regular",0.049579883,"Frozen Foods",110.0912,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1965.4416,22,"Medium"
"FDS01",11.6,"low fat",0.0177991355,"Canned",178.2686,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1955.4546,27,"High"
"FDJ09",15,"low fat",0.058725134,"Snack Foods",43.6744,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",407.4696,19,"Low"
"FDT49",7,"low fat",0.151405587,"Canned",105.628,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1384.864,27,"Medium"
"FDW50",13.1,"low fat",0.075695552,"Dairy",168.4158,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1504.0422,27,"High"
"FDV39",11.3,"low fat",0.007321067,"Meat",197.7426,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2570.6538,19,"High"
"FDY36",12.3,"low fat",0.009463757,"Baking Goods",73.838,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1245.046,19,"Medium"
"NCE18",10,"low fat",0.021407511,"Household",248.175,"OUT013",1987,"High","Tier 3","Supermarket Type1",3495.45,39,"Premium"
"FDB05",5.155,"low fat",0.145669556,"Frozen Foods",247.2776,"OUT019",1985,"Small","Tier 1","Grocery Store",743.0328,41,"Premium"
"FDK14",6.98,"low fat",0.041273236,"Canned",82.4934,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",982.7208,17,"Medium"
"FDP10",19,"low fat",0.128090139,"Snack Foods",107.0622,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1376.2086,29,"Medium"
"FDC45",17,"low fat",0.135707553,"Fruits and Vegetables",172.5106,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2053.3272,22,"High"
"FDS48",15.15,"low fat",0.027774002,"Baking Goods",152.3708,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3159.8868,22,"High"
"FDX04",19.6,"regular",0.07278643,"Frozen Foods",49.4376,"OUT019",1985,"Small","Tier 1","Grocery Store",191.7504,41,"Low"
"FDQ20",8.325,"low fat",0.029640604,"Fruits and Vegetables",40.8138,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1543.3244,41,"Low"
"FDU13",8.355,"low fat",0.187939003,"Canned",146.9418,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1029.9926,24,"High"
"NCR53",12.15,"low fat",0.14492016,"Health and Hygiene",224.4404,"OUT013",1987,"High","Tier 3","Supermarket Type1",1800.3232,39,"Premium"
"FDN49",17.25,"regular",0.125419157,"Breakfast",40.048,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",399.48,27,"Low"
"FDR31",6.46,"regular",0.049121972,"Fruits and Vegetables",144.6102,"OUT013",1987,"High","Tier 3","Supermarket Type1",2916.204,39,"High"
"DRI03",6.03,"low fat",0.0227499355,"Dairy",175.3028,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3719.1588,41,"High"
"FDL58",5.78,"regular",0.074149074,"Snack Foods",262.2568,"OUT046",1997,"Small","Tier 1","Supermarket Type1",5273.136,29,"Premium"
"NCJ05",18.7,"low fat",0.04604992,"Health and Hygiene",151.9682,"OUT013",1987,"High","Tier 3","Supermarket Type1",3354.3004,39,"High"
"FDS10",19.2,"low fat",0.035384612,"Snack Foods",180.3318,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",3428.2042,19,"High"
"FDK34",13.35,"low fat",0.038340116,"Snack Foods",240.1564,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",7150.692,41,"Premium"
"FDW48",18,"low fat",0.008554102,"Baking Goods",81.8618,"OUT019",1985,"Small","Tier 1","Grocery Store",161.1236,41,"Medium"
"FDE08",18.2,"low fat",0.049080853,"Fruits and Vegetables",147.7734,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4602.6754,41,"High"
"NCH06",12.3,"low fat",0.076183667,"Household",245.646,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3695.19,41,"Premium"
"FDV08",7.35,"low fat",0.028711412,"Fruits and Vegetables",39.9454,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",377.5086,17,"Low"
"FDQ15",20.35,"regular",0.151044881,"Meat",81.6276,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1787.0072,29,"Medium"
"FDL56",14.1,"low fat",0.12517151,"Fruits and Vegetables",88.9198,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3139.9128,41,"Medium"
"DRC12",17.85,"low fat",0.037826873,"Soft Drinks",189.7188,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2285.0256,29,"High"
"FDX49",4.615,"regular",0.101747034,"Canned",231.33,"OUT013",1987,"High","Tier 3","Supermarket Type1",4660.6,39,"Premium"
"FDJ09",15,"low fat",0.058513255,"Snack Foods",47.2744,"OUT035",2004,"Small","Tier 2","Supermarket Type1",679.116,22,"Low"
"FDN23",6.575,"regular",0.075142108,"Breads",145.8444,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3773.7544,41,"High"
"DRD01",12.1,"regular",0.061424738,"Soft Drinks",56.7614,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1049.9666,17,"Low"
"FDS43",11.65,"low fat",0.040597054,"Fruits and Vegetables",187.324,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1864.24,24,"High"
"FDY48",14,"low fat",0.041556697,"Baking Goods",104.4332,"OUT019",1985,"Small","Tier 1","Grocery Store",307.5996,41,"Medium"
"FDU12",15.5,"regular",0.126791761,"Baking Goods",262.1568,"OUT010",1998,"Unknown","Tier 3","Grocery Store",527.3136,28,"Premium"
"FDX33",9.195,"regular",0.117484834,"Snack Foods",158.5578,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2406.867,29,"High"
"FDH45",15.1,"regular",0.106097275,"Fruits and Vegetables",43.2796,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",123.8388,17,"Low"
"FDJ10",5.095,"regular",0.129395895,"Snack Foods",140.3838,"OUT013",1987,"High","Tier 3","Supermarket Type1",1826.2894,39,"High"
"FDX32",15.1,"regular",0.100265027,"Fruits and Vegetables",142.5786,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3323.0078,17,"High"
"DRG51",12.1,"low fat",0.011557563,"Dairy",165.3526,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3453.5046,27,"High"
"NCB31",6.235,"low fat",0.119157788,"Household",263.791,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2103.928,17,"Premium"
"FDW47",15,"low fat",0.077622622,"Breads",121.8414,"OUT010",1998,"Unknown","Tier 3","Grocery Store",243.6828,28,"Medium"
"FDT20",10.5,"low fat",0.041194986,"Fruits and Vegetables",39.1164,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1235.7248,41,"Low"
"FDI34",10.65,"regular",0.085135953,"Snack Foods",232.3668,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3685.8688,29,"Premium"
"FDH56",9.8,"regular",0.106816919,"Fruits and Vegetables",114.2492,"OUT010",1998,"Unknown","Tier 3","Grocery Store",463.3968,28,"Medium"
"DRJ47",18.25,"low fat",0.04421348,"Hard Drinks",173.408,"OUT013",1987,"High","Tier 3","Supermarket Type1",1038.648,39,"High"
"FDP04",15.35,"low fat",0.013745883,"Frozen Foods",62.0168,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1534.0032,41,"Low"
"NCZ06",19.6,"low fat",0.094308058,"Household",251.8698,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3551.3772,27,"Premium"
"FDY37",17,"regular",0.026622757,"Canned",144.247,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",3149.234,24,"High"
"FDO46",9.6,"regular",0.014234595,"Snack Foods",190.2872,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4727.18,27,"High"
"FDI10",8.51,"regular",0.078526225,"Snack Foods",173.5422,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",5000.8238,27,"High"
"NCT42",5.88,"low fat",0.0249887,"Household",150.3392,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",447.4176,17,"High"
"FDE29",8.905,"low fat",0.143712172,"Frozen Foods",60.2878,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1151.1682,17,"Low"
"FDQ11",5.695,"regular",0.067373081,"Breads",258.8988,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3083.9856,41,"Premium"
"FDS20",8.85,"low fat",0.053822086,"Fruits and Vegetables",183.8292,"OUT013",1987,"High","Tier 3","Supermarket Type1",2554.0088,39,"High"
"FDR26",20.7,"low fat",0.043011277,"Dairy",177.2028,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3364.9532,17,"High"
"NCH43",8.42,"low fat",0.123557061,"Household",216.6192,"OUT019",1985,"Small","Tier 1","Grocery Store",215.7192,41,"Premium"
"FDO25",6.3,"low fat",0.127968205,"Canned",209.627,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3984.813,17,"High"
"FDB40",17.5,"regular",0.007570599,"Dairy",144.6102,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2187.153,17,"High"
"FDB14",20.25,"regular",0.1028280825,"Canned",92.312,"OUT019",1985,"Small","Tier 1","Grocery Store",372.848,41,"Medium"
"FDW23",5.765,"low fat",0.081996785,"Baking Goods",40.1164,"OUT035",2004,"Small","Tier 2","Supermarket Type1",540.6296,22,"Low"
"FDZ23",17.75,"regular",0.067777778,"Baking Goods",186.924,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3169.208,17,"High"
"FDX35",5.035,"regular",0.080362549,"Breads",229.0036,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",4326.3684,19,"Premium"
"FDX24",8.355,"low fat",0.013929059,"Baking Goods",94.1462,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2221.1088,29,"Medium"
"DRG15",6.13,"low fat",0.077169953,"Dairy",63.0536,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1225.072,19,"Low"
"FDY60",10.5,"regular",0.0264722655,"Baking Goods",143.3128,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1438.128,29,"High"
"FDK02",12.5,"low fat",0.112681821,"Canned",119.144,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3235.788,17,"Medium"
"FDK24",9.195,"low fat",0.10080442,"Baking Goods",45.4744,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1041.3112,41,"Low"
"NCA05",20.75,"low fat",0.02512588,"Health and Hygiene",150.4734,"OUT035",2004,"Small","Tier 2","Supermarket Type1",890.8404,22,"High"
"FDN33",6.305,"regular",0.122519571,"Snack Foods",93.0436,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2363.59,41,"Medium"
"FDA09",13.35,"regular",0.15021128,"Snack Foods",179.066,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2696.49,19,"High"
"FDK50",7.96,"low fat",0.028357839,"Canned",163.2894,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4530.1032,22,"High"
"NCE55",8.92,"low fat",0.130663423,"Household",175.237,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2117.244,19,"High"
"FDG12",6.635,"regular",0.006335942,"Baking Goods",121.8098,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2048.6666,27,"Medium"
"FDC37",15.5,"low fat",0.032845997,"Baking Goods",106.7938,"OUT013",1987,"High","Tier 3","Supermarket Type1",3215.814,39,"Medium"
"DRG15",6.13,"low fat",0.076735903,"Dairy",62.4536,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1225.072,29,"Low"
"FDQ58",7.315,"low fat",0.01530184,"Snack Foods",154.434,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1378.206,29,"High"
"FDQ51",16,"regular",0.029377239,"Meat",46.1718,"OUT010",1998,"Unknown","Tier 3","Grocery Store",94.5436,28,"Low"
"FDR46",16.85,"low fat",0.233356571,"Snack Foods",146.576,"OUT010",1998,"Unknown","Tier 3","Grocery Store",439.428,28,"High"
"FDC50",15.85,"low fat",0.137053947,"Canned",94.4094,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1047.3034,17,"Medium"
"FDJ09",15,"low fat",0.058513255,"Snack Foods",43.4744,"OUT046",1997,"Small","Tier 1","Supermarket Type1",543.2928,29,"Low"
"NCC18",19.1,"low fat",0.177236497,"Household",172.3422,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2586.633,22,"High"
"FDL04",19,"low fat",0.111830282,"Frozen Foods",105.4622,"OUT013",1987,"High","Tier 3","Supermarket Type1",952.7598,39,"Medium"
"FDH48",13.5,"low fat",0.0810270905,"Baking Goods",84.654,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1211.756,27,"Medium"
"FDD38",16.75,"regular",0.008204465,"Canned",99.8674,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2342.9502,27,"Medium"
"FDT47",5.26,"regular",0.02439015,"Breads",95.9068,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3207.8244,41,"Medium"
"FDE41",9.195,"regular",0.064143995,"Frozen Foods",85.9566,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1691.132,24,"Medium"
"FDH19",19.35,"low fat",0.033275634,"Meat",173.8738,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2432.8332,19,"High"
"FDW26",11.8,"regular",0.107662745,"Dairy",224.1772,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2890.9036,19,"Premium"
"FDW35",10.6,"low fat",0.01115195,"Breads",40.6454,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",167.7816,19,"Low"
"FDQ55",13.65,"regular",0.013064516,"Fruits and Vegetables",115.5834,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1382.2008,24,"Medium"
"FDV22",14.85,"regular",0.009954237,"Snack Foods",158.263,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2659.871,27,"High"
"NCN29",15.2,"low fat",0.021214364,"Health and Hygiene",48.2034,"OUT019",1985,"Small","Tier 1","Grocery Store",97.2068,41,"Low"
"FDQ26",13.5,"regular",0.067859568,"Dairy",60.1562,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1599.9174,22,"Low"
